CC_PROPERTY_ID,RECORD_DATE_TIME,BEDROOMS,FULL_BATHS,HALF_BATHS,GLA_SQFT,ROOMS,GARAGE_SPACES,SITUSSTATE,SITUSCITY,SITUSZIP5,MIN_BEDS,MAX_BEDS,MIN_BATHS,MAX_BATHS,TREATMENT_PERIOD,PROPERTY_TYPE
89081993,2021-03-06 03:04:20.000,7,3,,4423,9,2,ny,albany,12203,4,7,2,3,POST_TREATMENT,TREATED
89081993,2021-03-11 05:21:19.000,7,3,,4423,9,2,ny,albany,12203,4,7,2,3,POST_TREATMENT,TREATED
89081993,2021-03-11 16:37:42.000,7,3,,4423,9,1,ny,albany,12203,4,7,2,3,POST_TREATMENT,TREATED
89081993,2021-03-11 16:37:42.000,7,3,,4423,9,1,ny,albany,12203,4,7,2,3,POST_TREATMENT,TREATED
89081993,2021-03-11 22:13:23.000,7,3,,4423,9,1,ny,albany,12203,4,7,2,3,POST_TREATMENT,TREATED
89081993,2021-03-12 04:47:19.000,7,3,,4423,9,1,ny,albany,12203,4,7,2,3,POST_TREATMENT,TREATED
89081993,2021-03-18 20:00:11.000,7,3,,4423,9,1,ny,albany,12203,4,7,2,3,POST_TREATMENT,TREATED
89081993,2021-03-18 23:57:24.000,7,3,,4423,9,2,ny,albany,12203,4,7,2,3,POST_TREATMENT,TREATED
89081993,2021-03-19 00:02:39.000,7,3,,4423,9,1,ny,albany,12203,4,7,2,3,POST_TREATMENT,TREATED
89081993,2021-05-21 21:26:20.000,7,3,,4423,9,2,ny,albany,12203,4,7,2,3,POST_TREATMENT,TREATED
89081993,2021-05-21 21:30:38.000,7,3,,4423,,1,ny,albany,12203,4,7,2,3,POST_TREATMENT,TREATED
89081993,2021-05-21 21:32:58.000,7,3,,4423,9,1,ny,albany,12203,4,7,2,3,POST_TREATMENT,TREATED
89081993,2021-05-22 01:28:07.000,7,3,,4423,9,1,ny,albany,12203,4,7,2,3,POST_TREATMENT,TREATED
89081993,2021-05-22 01:28:07.000,7,3,,4423,9,1,ny,albany,12203,4,7,2,3,POST_TREATMENT,TREATED
89081993,2022-07-08 16:17:23.000,4,2,,2562,8,2,ny,albany,12203,4,7,2,3,PRE_TREATMENT,TREATED
89081993,2022-07-08 16:17:23.000,4,2,,2562,8,2,ny,albany,12203,4,7,2,3,PRE_TREATMENT,TREATED
89081993,2023-12-05 14:47:37.000,7,3,,1852,,,ny,albany,12203,4,7,2,3,POST_TREATMENT,TREATED
89081993,2023-12-05 14:47:37.000,7,3,,1852,,,ny,albany,12203,4,7,2,3,POST_TREATMENT,TREATED
89081993,2023-12-05 21:54:58.000,7,3,,4423,9,2,ny,albany,12203,4,7,2,3,POST_TREATMENT,TREATED
89081993,2023-12-05 21:54:58.000,7,3,,4423,9,2,ny,albany,12203,4,7,2,3,POST_TREATMENT,TREATED
89081993,2023-12-05 21:54:58.000,7,3,,4423,9,2,ny,albany,12203,4,7,2,3,POST_TREATMENT,TREATED
89081993,2023-12-05 21:54:58.000,7,3,,4423,9,2,ny,albany,12203,4,7,2,3,POST_TREATMENT,TREATED
89081993,2023-12-06 02:31:04.000,4,2,,2562,8,2,ny,albany,12203,4,7,2,3,PRE_TREATMENT,TREATED
89081993,2023-12-06 02:31:04.000,4,2,,2562,8,2,ny,albany,12203,4,7,2,3,PRE_TREATMENT,TREATED
89081993,2023-12-06 02:31:04.000,4,2,,2562,8,2,ny,albany,12203,4,7,2,3,PRE_TREATMENT,TREATED
89081993,2023-12-06 02:31:04.000,4,2,,2562,8,2,ny,albany,12203,4,7,2,3,PRE_TREATMENT,TREATED
89081993,2023-12-06 02:49:15.000,7,3,,4423,9,1,ny,albany,12203,4,7,2,3,POST_TREATMENT,TREATED
89081993,2023-12-06 02:49:15.000,7,3,,4423,9,1,ny,albany,12203,4,7,2,3,POST_TREATMENT,TREATED
89081993,2023-12-06 02:49:15.000,7,3,,4423,9,1,ny,albany,12203,4,7,2,3,POST_TREATMENT,TREATED
89081993,2023-12-06 02:49:15.000,7,3,,4423,9,1,ny,albany,12203,4,7,2,3,POST_TREATMENT,TREATED
89082446,2020-07-29 18:35:23.000,4,3,,1525,8,2,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082446,2020-07-29 18:35:23.000,4,3,,1525,8,2,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082446,2020-09-21 18:27:23.000,4,3,,2371,8,2,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082446,2020-10-14 13:20:20.000,3,3,,2371,8,2,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082446,2020-12-01 05:12:20.000,3,3,,2371,8,2,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082446,2021-03-16 03:37:28.000,4,3,,2572,8,2,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082446,2021-03-17 16:46:16.000,4,3,,3530,8,2,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082446,2021-03-17 16:46:16.000,4,3,,3530,8,2,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082446,2021-03-22 17:12:18.000,3,3,,2572,8,2,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082446,2021-03-24 12:57:56.000,3,3,,3530,8,2,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082446,2021-05-03 15:22:21.000,3,3,,2572,8,2,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082446,2021-05-07 13:02:32.000,3,3,,3530,8,2,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082446,2022-07-09 18:10:26.000,3,3,,3530,8,2,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082446,2022-07-09 18:10:26.000,3,3,,3530,8,2,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082446,2023-12-05 21:44:51.000,3,3,,,,,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082446,2023-12-05 21:44:51.000,3,3,,,,,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082446,2023-12-05 21:44:51.000,3,3,,,,,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082446,2023-12-05 21:44:51.000,3,3,,,,,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082446,2023-12-06 02:37:39.000,3,3,,3530,8,2,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082446,2023-12-06 02:37:39.000,3,3,,3530,8,2,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082446,2023-12-06 02:37:39.000,3,3,,3530,8,2,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082446,2023-12-06 02:37:39.000,3,3,,3530,8,2,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082446,2023-12-06 05:13:13.000,3,3,,2572,8,2,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082446,2023-12-06 05:13:13.000,3,3,,2572,8,2,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082446,2023-12-06 05:13:13.000,3,3,,2572,8,2,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082446,2023-12-06 05:13:13.000,3,3,,2572,8,2,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082446,2024-02-27 16:44:45.000,3,3,,,,,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082446,2024-02-27 18:02:46.000,3,3,,,,,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082446,2024-02-27 18:02:46.000,3,3,,,,,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082446,2025-02-26 14:22:17.000,3,3,,,,,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082449,2019-08-07 13:03:01.000,5,2,2,3349,12,2,ny,albany,12203,4,5,2,2,POST_TREATMENT,TREATED
89082449,2019-08-07 13:03:01.000,5,2,2,3349,12,2,ny,albany,12203,4,5,2,2,POST_TREATMENT,TREATED
89082449,2021-04-30 10:49:18.000,4,2,2,3470,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2021-04-30 13:31:23.000,4,2,2,3470,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2021-04-30 15:56:49.000,4,2,2,3470,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2021-05-11 14:04:20.000,4,2,2,3470,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2021-05-11 14:30:12.000,4,2,2,3470,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2021-06-24 14:20:29.000,4,2,2,3470,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2021-06-30 14:03:56.000,4,2,2,3470,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2021-06-30 14:41:48.000,4,2,2,3470,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2021-06-30 14:41:48.000,4,2,2,3470,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-01-04 21:47:01.000,4,2,2,3366,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-01-05 14:04:52.000,4,2,2,3366,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-01-05 14:04:52.000,4,2,2,3366,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-01-05 14:11:47.000,4,2,2,3366,,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-01-05 14:11:47.000,4,2,2,3366,,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-01-11 14:29:15.000,4,2,2,3366,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-01-11 14:33:52.000,4,2,2,3366,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-01-11 14:41:34.000,4,2,2,3366,,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-01-18 01:32:51.000,4,2,2,3366,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-01-18 01:43:36.000,4,2,2,3366,,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-01-23 20:19:49.000,4,2,2,3366,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-02-01 02:00:13.000,4,2,2,3366,,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-02-01 02:00:35.000,4,2,2,3366,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-02-01 02:02:38.000,4,2,2,3366,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-03-16 14:54:54.000,4,2,2,3366,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-03-16 14:55:35.000,4,2,2,3366,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-03-16 14:55:35.000,4,2,2,3366,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-03-16 14:55:35.000,4,2,2,3366,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-03-16 14:58:52.000,4,2,2,3366,,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-12-05 15:46:19.000,4,2,2,732,,,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-12-05 15:46:19.000,4,2,2,732,,,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-12-05 21:41:54.000,5,2,2,3349,12,2,ny,albany,12203,4,5,2,2,POST_TREATMENT,TREATED
89082449,2023-12-05 21:41:54.000,5,2,2,3349,12,2,ny,albany,12203,4,5,2,2,POST_TREATMENT,TREATED
89082449,2023-12-05 21:41:54.000,5,2,2,3349,12,2,ny,albany,12203,4,5,2,2,POST_TREATMENT,TREATED
89082449,2023-12-05 21:41:54.000,5,2,2,3349,12,2,ny,albany,12203,4,5,2,2,POST_TREATMENT,TREATED
89082449,2023-12-06 00:33:20.000,4,2,2,3470,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-12-06 00:33:20.000,4,2,2,3470,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-12-06 00:33:20.000,4,2,2,3470,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-12-06 00:33:20.000,4,2,2,3470,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-12-06 00:50:03.000,4,2,2,3366,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-12-06 00:50:03.000,4,2,2,3366,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-12-06 00:50:03.000,4,2,2,3366,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-12-06 00:50:03.000,4,2,2,3366,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-12-06 05:02:10.000,5,2,2,3349,12,2,ny,albany,12203,4,5,2,2,POST_TREATMENT,TREATED
89082449,2023-12-06 05:02:10.000,5,2,2,3349,12,2,ny,albany,12203,4,5,2,2,POST_TREATMENT,TREATED
89082449,2023-12-06 05:02:10.000,5,2,2,3349,12,2,ny,albany,12203,4,5,2,2,POST_TREATMENT,TREATED
89082449,2023-12-06 05:02:10.000,5,2,2,3349,12,2,ny,albany,12203,4,5,2,2,POST_TREATMENT,TREATED
89082449,2023-12-06 05:13:13.000,4,2,2,3470,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-12-06 05:13:13.000,4,2,2,3470,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-12-06 05:13:13.000,4,2,2,3470,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-12-06 05:13:13.000,4,2,2,3470,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-12-06 05:15:16.000,4,2,2,3366,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-12-06 05:15:16.000,4,2,2,3366,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-12-06 05:15:16.000,4,2,2,3366,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2023-12-06 05:15:16.000,4,2,2,3366,10,2,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2024-02-27 18:11:39.000,4,2,2,747,,,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2024-02-27 18:11:39.000,4,2,2,747,,,ny,albany,12203,4,5,2,2,PRE_TREATMENT,TREATED
89082449,2025-02-26 21:08:27.000,5,2,2,673,,,ny,albany,12203,4,5,2,2,POST_TREATMENT,TREATED
89082449,2025-02-26 21:08:27.000,5,2,2,673,,,ny,albany,12203,4,5,2,2,POST_TREATMENT,TREATED
89082449,2025-02-26 21:16:15.000,5,2,2,673,,,ny,albany,12203,4,5,2,2,POST_TREATMENT,TREATED
89082449,2025-02-26 21:16:15.000,5,2,2,673,,,ny,albany,12203,4,5,2,2,POST_TREATMENT,TREATED
89082485,2018-10-08 18:27:59.000,3,3,1,3608,8,2,ny,albany,12203,3,3,2,3,POST_TREATMENT,TREATED
89082485,2018-10-08 19:34:24.000,3,3,1,3608,8,2,ny,albany,12203,3,3,2,3,POST_TREATMENT,TREATED
89082485,2018-10-23 14:42:28.000,3,3,1,3608,,2,ny,albany,12203,3,3,2,3,POST_TREATMENT,TREATED
89082485,2018-10-23 18:45:44.000,3,3,1,3608,8,2,ny,albany,12203,3,3,2,3,POST_TREATMENT,TREATED
89082485,2018-10-23 18:51:05.000,3,3,1,3608,8,2,ny,albany,12203,3,3,2,3,POST_TREATMENT,TREATED
89082485,2018-11-30 22:36:38.000,3,3,1,3608,,2,ny,albany,12203,3,3,2,3,POST_TREATMENT,TREATED
89082485,2018-11-30 22:36:38.000,3,3,1,3608,,2,ny,albany,12203,3,3,2,3,POST_TREATMENT,TREATED
89082485,2018-12-01 03:32:27.000,3,3,1,3608,8,2,ny,albany,12203,3,3,2,3,POST_TREATMENT,TREATED
89082485,2018-12-01 03:39:50.000,3,3,1,3608,8,2,ny,albany,12203,3,3,2,3,POST_TREATMENT,TREATED
89082485,2019-08-07 13:05:15.000,3,3,1,3476,9,2,ny,albany,12203,3,3,2,3,POST_TREATMENT,TREATED
89082485,2019-08-07 13:05:15.000,3,3,1,3476,9,2,ny,albany,12203,3,3,2,3,POST_TREATMENT,TREATED
89082485,2019-11-05 10:45:37.000,3,3,1,3608,8,2,ny,albany,12203,3,3,2,3,POST_TREATMENT,TREATED
89082485,2019-11-05 10:45:37.000,3,3,1,3608,8,2,ny,albany,12203,3,3,2,3,POST_TREATMENT,TREATED
89082485,2023-12-04 14:57:27.000,3,3,1,,,,ny,albany,12203,3,3,2,3,POST_TREATMENT,TREATED
89082485,2023-12-04 14:57:27.000,3,3,1,,,,ny,albany,12203,3,3,2,3,POST_TREATMENT,TREATED
89082485,2023-12-05 13:27:30.000,3,3,1,,,,ny,albany,12203,3,3,2,3,POST_TREATMENT,TREATED
89082485,2023-12-05 13:27:30.000,3,3,1,,,,ny,albany,12203,3,3,2,3,POST_TREATMENT,TREATED
89082485,2023-12-06 01:27:14.000,3,3,1,3608,8,2,ny,albany,12203,3,3,2,3,POST_TREATMENT,TREATED
89082485,2023-12-06 01:27:14.000,3,3,1,3608,8,2,ny,albany,12203,3,3,2,3,POST_TREATMENT,TREATED
89082485,2023-12-06 01:27:14.000,3,3,1,3608,8,2,ny,albany,12203,3,3,2,3,POST_TREATMENT,TREATED
89082485,2023-12-06 01:27:14.000,3,3,1,3608,8,2,ny,albany,12203,3,3,2,3,POST_TREATMENT,TREATED
89082485,2023-12-06 04:58:54.000,3,3,1,3608,8,2,ny,albany,12203,3,3,2,3,POST_TREATMENT,TREATED
89082485,2023-12-06 04:58:54.000,3,3,1,3608,8,2,ny,albany,12203,3,3,2,3,POST_TREATMENT,TREATED
89082485,2023-12-06 04:58:54.000,3,3,1,3608,8,2,ny,albany,12203,3,3,2,3,POST_TREATMENT,TREATED
89082485,2023-12-06 04:58:54.000,3,3,1,3608,8,2,ny,albany,12203,3,3,2,3,POST_TREATMENT,TREATED
89082485,2023-12-06 05:02:10.000,3,2,1,,6,2,ny,albany,12203,3,3,2,3,PRE_TREATMENT,TREATED
89082485,2023-12-06 05:02:10.000,3,2,1,,6,2,ny,albany,12203,3,3,2,3,PRE_TREATMENT,TREATED
89082485,2023-12-06 05:02:10.000,3,2,1,,6,2,ny,albany,12203,3,3,2,3,PRE_TREATMENT,TREATED
89082485,2023-12-06 05:02:10.000,3,2,1,,6,2,ny,albany,12203,3,3,2,3,PRE_TREATMENT,TREATED
89082485,2023-12-07 18:55:21.000,3,3,1,,,,ny,albany,12203,3,3,2,3,POST_TREATMENT,TREATED
89082485,2023-12-07 18:55:21.000,3,3,1,,,,ny,albany,12203,3,3,2,3,POST_TREATMENT,TREATED
89082485,2023-12-07 18:55:21.000,3,3,1,,,,ny,albany,12203,3,3,2,3,POST_TREATMENT,TREATED
89082485,2023-12-07 18:55:21.000,3,3,1,,,,ny,albany,12203,3,3,2,3,POST_TREATMENT,TREATED
89082485,2024-10-14 11:29:40.000,3,3,1,,,,ny,albany,12203,3,3,2,3,POST_TREATMENT,TREATED
89082485,2025-02-25 15:34:32.000,3,2,1,,,,ny,albany,12203,3,3,2,3,PRE_TREATMENT,TREATED
89082485,2025-02-25 15:34:32.000,3,2,1,,,,ny,albany,12203,3,3,2,3,PRE_TREATMENT,TREATED
89082497,2018-01-31 22:03:16.000,4,3,1,2414,12,4,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082497,2018-01-31 22:03:16.000,4,3,1,2414,12,4,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082497,2019-05-23 23:31:02.000,4,3,1,3728,11,3,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082497,2019-05-23 23:39:06.000,4,3,1,3728,12,3,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082497,2019-08-07 13:04:11.000,4,3,1,3903,12,3,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082497,2019-08-18 18:57:09.000,3,3,1,3728,11,3,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082497,2019-08-18 19:25:11.000,3,3,1,3728,12,3,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082497,2019-09-26 15:00:42.000,3,3,1,2367,,3,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082497,2019-09-26 15:00:42.000,3,3,1,2367,,3,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082497,2019-09-26 19:01:19.000,3,3,1,3728,11,3,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082497,2019-09-26 19:04:00.000,3,3,1,3728,12,3,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082497,2019-11-05 10:48:01.000,3,3,1,3728,12,3,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082497,2019-11-05 10:48:01.000,3,3,1,3728,12,3,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082497,2020-06-10 17:06:35.000,4,3,1,3903,12,3,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082497,2022-07-08 01:47:16.000,4,3,1,3903,12,4,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082497,2022-07-08 01:47:16.000,4,3,1,3903,12,4,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082497,2023-12-04 14:53:51.000,4,3,1,1489,,,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082497,2023-12-04 14:53:51.000,4,3,1,1489,,,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082497,2023-12-05 14:10:00.000,3,3,1,1361,,,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082497,2023-12-05 14:10:00.000,3,3,1,1361,,,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082497,2023-12-06 01:16:35.000,3,3,1,3728,12,3,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082497,2023-12-06 01:16:35.000,3,3,1,3728,12,3,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082497,2023-12-06 01:16:35.000,3,3,1,3728,12,3,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082497,2023-12-06 01:16:35.000,3,3,1,3728,12,3,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082497,2023-12-06 04:40:02.000,4,3,1,3903,12,4,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082497,2023-12-06 04:40:02.000,4,3,1,3903,12,4,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082497,2023-12-06 04:40:02.000,4,3,1,3903,12,4,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082497,2023-12-06 04:40:02.000,4,3,1,3903,12,4,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082497,2023-12-06 05:02:10.000,4,3,1,1489,,,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082497,2023-12-06 05:02:10.000,4,3,1,1489,,,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082497,2023-12-08 11:46:01.000,4,3,1,1489,,,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082497,2023-12-08 11:46:01.000,4,3,1,1489,,,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082497,2023-12-16 04:23:09.000,3,3,1,1361,,,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082497,2023-12-16 04:23:09.000,3,3,1,1361,,,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082626,2019-08-07 13:03:01.000,4,3,1,3300,10,2,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082626,2019-08-07 13:03:01.000,4,3,1,3300,10,2,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082626,2019-08-07 13:05:15.000,4,3,1,,10,2,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082626,2019-08-07 13:05:15.000,4,3,1,,10,2,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082626,2022-07-08 03:43:17.000,4,3,1,3300,10,2,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082626,2022-07-08 03:43:17.000,4,3,1,3300,10,2,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082626,2022-07-08 05:23:03.000,4,3,1,3815,10,2,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082626,2022-07-08 05:23:03.000,4,3,1,3815,10,2,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082626,2023-12-05 21:55:46.000,3,3,1,3758,10,2,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082626,2023-12-05 21:55:46.000,3,3,1,3758,10,2,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082626,2023-12-05 21:55:46.000,3,3,1,3758,10,2,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082626,2023-12-05 21:55:46.000,3,3,1,3758,10,2,ny,albany,12203,3,4,3,3,PRE_TREATMENT,TREATED
89082626,2023-12-06 04:40:02.000,4,3,1,3300,10,2,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082626,2023-12-06 04:40:02.000,4,3,1,3300,10,2,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082626,2023-12-06 04:40:02.000,4,3,1,3815,10,2,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082626,2023-12-06 04:40:02.000,4,3,1,3300,10,2,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082626,2023-12-06 04:40:02.000,4,3,1,3815,10,2,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082626,2023-12-06 04:40:02.000,4,3,1,3815,10,2,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082626,2023-12-06 04:40:02.000,4,3,1,3815,10,2,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082626,2023-12-06 04:40:02.000,4,3,1,3300,10,2,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082626,2023-12-06 05:03:37.000,4,3,1,,10,2,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082626,2023-12-06 05:03:37.000,4,3,1,3300,10,2,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082626,2023-12-06 05:03:37.000,4,3,1,,10,2,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082626,2023-12-06 05:03:37.000,4,3,1,,10,2,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
89082626,2023-12-06 05:03:37.000,4,3,1,3300,10,2,ny,albany,12203,3,4,3,3,POST_TREATMENT,TREATED
