feature,avg_treated_change,avg_control_change,avg_did_effect,se_did_effect,n_properties
BEDROOMS,0.9041095890410958,0.0066844145178647394,0.8974251745232312,0.050625438319520454,146
FULL_BATHS,0.3767123287671233,0.000919624243044434,0.37579270452407887,0.041465646935531064,146
GLA_SQFT,98.31992586750984,-8.108277431880948,106.41373050829208,29.70991840557912,146
