treated_id,feature,treated_pre,treated_post,treated_change,control_pre,control_post,control_change,did_effect
89089127,FULL_BATHS,1.0,2.0,1.0,1.263157894736842,1.2580645161290323,-0.005093378607809784,1.0050933786078098
89089127,GLA_SQFT,1040.0,1030.4761904761904,-9.523809523809632,2175.4414007411115,2175.438044535003,-0.003356206108492188,-9.52045331770114
89089220,BEDROOMS,2.0,3.0,1.0,2.1333333333333333,2.142857142857143,0.00952380952380949,0.9904761904761905
89089220,FULL_BATHS,1.0,1.0,0.0,1.2166666666666666,1.2,-0.016666666666666607,0.016666666666666607
89089220,GLA_SQFT,1088.0,1085.0,-3.0,1858.22363727814,1862.9603062797212,4.7366690015812765,-7.7366690015812765
89089361,BEDROOMS,3.0,4.0,1.0,3.0,3.0,0.0,1.0
89089361,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89089361,GLA_SQFT,1415.7272727272727,1437.0,21.272727272727252,2125.716377413182,2137.4669802437384,11.750602830556545,9.522124442170707
89089463,BEDROOMS,2.0,3.0,1.0,2.0,2.0,0.0,1.0
89089463,FULL_BATHS,1.0,2.0,1.0,1.0,1.0,0.0,1.0
89089463,GLA_SQFT,1548.0,,,1853.8480559691793,1840.400401192688,-13.44765477649139,
89089496,BEDROOMS,2.0,3.0,1.0,2.111111111111111,2.13953488372093,0.028423772609818876,0.9715762273901811
89089496,FULL_BATHS,1.0,1.0,0.0,1.2222222222222223,1.2093023255813953,-0.012919896640827044,0.012919896640827044
89089496,GLA_SQFT,1100.0,1118.909090909091,18.90909090909099,1861.0935796352746,1859.851008601874,-1.2425710334007363,20.151661942491728
89089568,BEDROOMS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89089568,FULL_BATHS,1.0,2.0,1.0,1.3214285714285714,1.3265306122448979,0.005102040816326481,0.9948979591836735
89089568,GLA_SQFT,1063.142857142857,1141.0,77.85714285714289,1776.1089332599208,1774.1795609527064,-1.9293723072144076,79.7865151643573
89089685,BEDROOMS,3.0,4.0,1.0,3.1818181818181817,3.2142857142857144,0.032467532467532756,0.9675324675324672
89089685,FULL_BATHS,1.0,1.0,0.0,1.4545454545454546,1.4523809523809523,-0.0021645021645022577,0.0021645021645022577
89089685,GLA_SQFT,1305.4736842105262,1290.0,-15.473684210526244,2234.1573672677364,2268.011088010045,33.853720742308724,-49.32740495283497
89089694,BEDROOMS,3.0,3.0,0.0,3.533333333333333,3.5306122448979593,-0.0027210884353738862,0.0027210884353738862
89089694,FULL_BATHS,1.0,2.0,1.0,1.0,1.0,0.0,1.0
89089694,GLA_SQFT,2208.0,1980.0,-228.0,2405.084948947623,2411.347963835249,6.263014887626014,-234.263014887626
89089700,BEDROOMS,2.0,3.0,1.0,2.0,2.0,0.0,1.0
89089700,FULL_BATHS,1.0,2.0,1.0,1.2857142857142858,1.2911392405063291,0.005424954792043302,0.9945750452079567
89089700,GLA_SQFT,800.0,1349.0,549.0,1754.0770481900643,1753.3650268178892,-0.7120213721750588,549.7120213721751
89089742,BEDROOMS,2.0,4.0,2.0,2.0,2.0,0.0,2.0
89089742,FULL_BATHS,1.0,2.0,1.0,1.0,1.0,0.0,1.0
89089742,GLA_SQFT,993.0,1728.0,735.0,1831.7533051254752,1853.6536800517208,21.900374926245604,713.0996250737544
89089817,BEDROOMS,2.0,3.0,1.0,2.22,2.2058823529411766,-0.014117647058823568,1.0141176470588236
89089817,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89089817,GLA_SQFT,1492.7272727272727,1476.0,-16.727272727272748,1940.7096347890447,1943.093873548238,2.3842387591932948,-19.111511486466043
89089826,BEDROOMS,2.0,3.0,1.0,2.0,2.0,0.0,1.0
89089826,FULL_BATHS,1.0,1.0,0.0,1.0,1.0,0.0,0.0
89089826,GLA_SQFT,975.0,975.0,0.0,1851.19455753303,1854.4288560551647,3.2342985221346225,-3.2342985221346225
89089847,BEDROOMS,2.0,3.0,1.0,2.3518518518518516,2.372093023255814,0.020241171403962532,0.9797588285960375
89089847,FULL_BATHS,1.0,1.0,0.0,1.0,1.0,0.0,0.0
89089847,GLA_SQFT,1210.0,1214.8,4.7999999999999545,1946.9472003185049,1949.0016882392817,2.0544879207768645,2.74551207922309
89089889,BEDROOMS,2.0,3.0,1.0,2.0,2.0,0.0,1.0
89089889,FULL_BATHS,1.0,1.0,0.0,1.2727272727272727,1.2771084337349397,0.004381161007666945,-0.004381161007666945
89089889,GLA_SQFT,899.0,940.0,41.0,1763.026133633066,1763.6966116808674,0.6704780478014527,40.32952195219855
89090054,BEDROOMS,2.0,3.0,1.0,2.4444444444444446,2.433333333333333,-0.011111111111111516,1.0111111111111115
89090054,FULL_BATHS,1.0,2.0,1.0,1.0,1.0,0.0,1.0
89090054,GLA_SQFT,1167.0,1147.2105263157894,-19.789473684210634,1940.1602917174507,1936.2210269622894,-3.9392647551612754,-15.850208929049359
89090087,BEDROOMS,3.0,3.0,0.0,2.80327868852459,2.795918367346939,-0.0073603211776509525,0.0073603211776509525
89090087,FULL_BATHS,1.0,2.0,1.0,1.0,1.0,0.0,1.0
89090087,GLA_SQFT,1008.0,994.7142857142857,-13.285714285714334,1990.0818113194096,1983.534372128721,-6.547439190688465,-6.73827509502587
89090159,BEDROOMS,3.0,3.0,0.0,2.5,2.625,0.125,-0.125
89090159,FULL_BATHS,1.0,2.0,1.0,1.0,1.0,0.0,1.0
89090159,GLA_SQFT,2030.0,2030.0,0.0,2243.4642340097903,2264.213957459833,20.749723450042893,-20.749723450042893
89090282,BEDROOMS,3.0,4.0,1.0,3.3,3.36,0.06000000000000005,0.94
89090282,FULL_BATHS,2.0,3.0,1.0,2.0,2.0,0.0,1.0
89090282,GLA_SQFT,1446.8181818181818,2658.0,1211.1818181818182,2197.6503423823297,2193.1013182802258,-4.5490241021038855,1215.7308422839221
89090561,BEDROOMS,3.0,4.0,1.0,3.0,3.0,0.0,1.0
89090561,FULL_BATHS,1.0,2.0,1.0,1.0,1.0,0.0,1.0
89090561,GLA_SQFT,1420.0,1464.0,44.0,2121.03600628613,2120.649616903974,-0.3863893821558122,44.38638938215581
89090603,BEDROOMS,3.0,5.0,2.0,4.0,4.0,0.0,2.0
89090603,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89090603,GLA_SQFT,2312.0,2911.0,599.0,2470.4103575817007,2492.029139956629,21.618782374928287,577.3812176250717
89090609,BEDROOMS,2.0,3.0,1.0,2.0,2.0,0.0,1.0
89090609,FULL_BATHS,1.0,1.0,0.0,1.0,1.0,0.0,0.0
89090609,GLA_SQFT,1189.0,1189.0,0.0,1851.19455753303,1854.4288560551647,3.2342985221346225,-3.2342985221346225
89091173,BEDROOMS,2.0,3.0,1.0,2.0,2.0,0.0,1.0
89091173,FULL_BATHS,1.0,2.0,1.0,1.0,1.0,0.0,1.0
89091173,GLA_SQFT,1125.3333333333333,1113.4285714285713,-11.904761904761926,1851.3778331855829,1852.3038739925125,0.9260408069296773,-12.830802711691604
89091221,BEDROOMS,2.0,3.0,1.0,2.0,2.0,0.0,1.0
89091221,FULL_BATHS,1.0,2.0,1.0,1.0,1.0,0.0,1.0
89091221,GLA_SQFT,1208.0,,,1851.3778331855829,1852.3038739925125,0.9260408069296773,
89091245,BEDROOMS,3.0,3.0,0.0,2.8,2.8131868131868134,0.013186813186813584,-0.013186813186813584
89091245,FULL_BATHS,1.0,2.0,1.0,1.0,1.0,0.0,1.0
89091245,GLA_SQFT,912.0,912.0,0.0,2002.9326022909518,2008.5726399455768,5.6400376546250754,-5.6400376546250754
89091494,BEDROOMS,2.0,3.0,1.0,2.0,2.0,0.0,1.0
89091494,FULL_BATHS,1.0,2.0,1.0,1.0,1.0,0.0,1.0
89091494,GLA_SQFT,950.0,908.0,-42.0,1885.8461575282276,1849.9991220899708,-35.84703543825685,-6.152964561743147
89091680,BEDROOMS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89091680,FULL_BATHS,1.0,2.0,1.0,1.0,1.0,0.0,1.0
89091680,GLA_SQFT,1008.5925925925926,987.0,-21.59259259259261,1847.6948708399777,1855.5093819533258,7.81451111334809,-29.4071037059407
89091848,BEDROOMS,2.0,3.0,1.0,2.0,2.0,0.0,1.0
89091848,FULL_BATHS,1.0,2.0,1.0,1.3018867924528301,1.3095238095238095,0.007637017070979413,0.9923629829290206
89091848,GLA_SQFT,780.0,1361.0,581.0,1734.7968542510441,1729.3131757290394,-5.483678522004766,586.4836785220048
89091932,BEDROOMS,3.0,3.0,0.0,3.0,3.0,0.0,0.0
89091932,FULL_BATHS,1.0,2.0,1.0,1.0,1.0,0.0,1.0
89091932,GLA_SQFT,1225.0,1225.0,0.0,2119.511004899877,2121.1685062961055,1.6575013962283265,-1.6575013962283265
89092007,BEDROOMS,1.0,2.0,1.0,2.0,2.0,0.0,1.0
89092007,FULL_BATHS,1.0,2.0,1.0,1.2682926829268293,1.28125,0.012957317073170715,0.9870426829268293
89092007,GLA_SQFT,888.0,888.0,0.0,1762.8161972998896,1764.0301503147493,1.213953014859726,-1.213953014859726
89092118,BEDROOMS,3.0,4.0,1.0,3.0,3.0,0.0,1.0
89092118,FULL_BATHS,1.0,3.0,2.0,1.0,1.0,0.0,2.0
89092118,GLA_SQFT,1627.0,1627.0,0.0,2121.0377723798138,2120.2713284792217,-0.766443900592094,0.766443900592094
89092190,BEDROOMS,2.0,3.0,1.0,2.2253521126760565,2.2222222222222223,-0.003129890453834161,1.0031298904538342
89092190,FULL_BATHS,1.0,1.0,0.0,1.0,1.0,0.0,0.0
89092190,GLA_SQFT,1447.0,,,1911.054177440678,1910.6832264845336,-0.3709509561442701,
89092196,BEDROOMS,2.0,3.0,1.0,2.238095238095238,2.220779220779221,-0.017316017316017174,1.0173160173160172
89092196,FULL_BATHS,1.0,1.0,0.0,1.0,1.0,0.0,0.0
89092196,GLA_SQFT,1393.0,1380.0,-13.0,1912.6182513394417,1910.4975381200293,-2.120713219412437,-10.879286780587563
89092220,BEDROOMS,2.0,3.0,1.0,2.15,2.1333333333333333,-0.016666666666666607,1.0166666666666666
89092220,FULL_BATHS,1.0,1.0,0.0,1.2,1.2133333333333334,0.01333333333333342,-0.01333333333333342
89092220,GLA_SQFT,1100.0,1100.0,0.0,1865.030594044983,1858.618894341053,-6.411699703930026,6.411699703930026
89092295,BEDROOMS,2.0,3.0,1.0,2.210526315789474,2.2153846153846155,0.004858299595141613,0.9951417004048584
89092295,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89092295,GLA_SQFT,1376.0,1253.0,-123.0,1938.9609555277957,1942.4679274625266,3.5069719347309274,-126.50697193473093
89092343,BEDROOMS,3.0,3.0,0.0,3.0,3.0,0.0,0.0
89092343,FULL_BATHS,1.0,2.0,1.0,1.0,1.0,0.0,1.0
89092343,GLA_SQFT,1194.0,1152.0,-42.0,2123.6997365617012,2119.8849203625214,-3.814816199179859,-38.18518380082014
89092478,BEDROOMS,3.0,3.0,0.0,3.0,3.0,0.0,0.0
89092478,FULL_BATHS,1.0,2.0,1.0,1.0,1.0,0.0,1.0
89092478,GLA_SQFT,1455.0,1486.0,31.0,2121.3501560452264,2119.3841523893016,-1.966003655924851,32.96600365592485
89092565,BEDROOMS,2.0,3.0,1.0,2.227272727272727,2.223684210526316,-0.003588516746411141,1.0035885167464111
89092565,FULL_BATHS,1.0,1.0,0.0,1.0,1.0,0.0,0.0
89092565,GLA_SQFT,1214.0,1190.0,-24.0,1910.5016537331865,1911.0823333057951,0.5806795726086875,-24.580679572608688
89092589,BEDROOMS,3.0,4.0,1.0,3.2,3.389830508474576,0.18983050847457594,0.8101694915254241
89092589,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89092589,GLA_SQFT,1514.0,1492.0,-22.0,2133.877162160734,2140.60691118272,6.729749021986208,-28.72974902198621
89092625,BEDROOMS,1.0,3.0,2.0,2.0,2.0,0.0,2.0
89092625,FULL_BATHS,1.0,1.0,0.0,1.2835820895522387,1.263157894736842,-0.0204241948153967,0.0204241948153967
89092625,GLA_SQFT,934.0,952.9714285714285,18.971428571428532,1761.4224876650978,1767.3180798915228,5.895592226424924,13.075836345003609
89092652,BEDROOMS,3.0,4.0,1.0,3.3333333333333335,3.3454545454545452,0.012121212121211755,0.9878787878787882
89092652,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89092652,GLA_SQFT,1386.6666666666667,1455.0,68.33333333333326,2181.792796223104,2182.352873715494,0.5600774923900644,67.7732558409432
89092808,BEDROOMS,3.0,3.0,0.0,3.0,3.0,0.0,0.0
89092808,FULL_BATHS,1.0,2.0,1.0,1.0,1.0,0.0,1.0
89092808,GLA_SQFT,1301.0,1301.0,0.0,2135.4513110953894,2120.0620764364116,-15.389234658977784,15.389234658977784
89092850,BEDROOMS,1.0,4.0,3.0,2.0,2.0,0.0,3.0
89092850,FULL_BATHS,1.0,1.0,0.0,1.3,1.3066666666666666,0.006666666666666599,-0.006666666666666599
89092850,GLA_SQFT,938.0,700.0,-238.0,1731.8434284965538,1732.5135744799188,0.670145983365046,-238.67014598336505
89092901,BEDROOMS,1.0,3.0,2.0,2.0,2.0,0.0,2.0
89092901,FULL_BATHS,1.0,1.0,0.0,1.0,1.0,0.0,0.0
89092901,GLA_SQFT,1014.4285714285714,1068.0,53.571428571428555,1853.6897534881534,1848.7094389824401,-4.980314505713295,58.55174307714185
89092955,BEDROOMS,2.0,3.0,1.0,2.0,2.0,0.0,1.0
89092955,FULL_BATHS,1.0,2.0,1.0,1.0,1.0,0.0,1.0
89092955,GLA_SQFT,1103.0,1174.6206896551723,71.62068965517233,1831.7533051254752,1853.6536800517208,21.900374926245604,49.72031472892672
89092958,BEDROOMS,3.0,5.0,2.0,2.782608695652174,2.8045977011494254,0.02198900549725158,1.9780109945027484
89092958,FULL_BATHS,1.0,1.0,0.0,1.0,1.0,0.0,0.0
89092958,GLA_SQFT,1274.0,1276.0,2.0,1978.861442610003,1989.3604775259907,10.49903491598775,-8.49903491598775
89092991,BEDROOMS,2.0,3.0,1.0,2.0,2.0,0.0,1.0
89092991,FULL_BATHS,1.0,2.0,1.0,1.2727272727272727,1.2820512820512822,0.009324009324009452,0.9906759906759905
89092991,GLA_SQFT,923.3529411764706,1210.0,286.6470588235294,1764.1092551494687,1762.6200735788332,-1.4891815706355374,288.13624039416493
89093039,BEDROOMS,1.0,3.0,2.0,2.0,2.0,0.0,2.0
89093039,FULL_BATHS,1.0,1.0,0.0,1.2916666666666667,1.2857142857142858,-0.005952380952380931,0.005952380952380931
89093039,GLA_SQFT,923.0,960.0,37.0,1752.1440819931138,1757.0386152535864,4.894533260472599,32.1054667395274
89093075,BEDROOMS,2.0,3.0,1.0,3.0,3.0,0.0,1.0
89093075,FULL_BATHS,1.0,1.0,0.0,1.0666666666666667,1.0727272727272728,0.0060606060606061,-0.0060606060606061
89093075,GLA_SQFT,1715.0,1724.75,9.75,2208.994659497222,2207.0265662692073,-1.9680932280148227,11.718093228014823
89093282,BEDROOMS,3.0,4.0,1.0,3.0,3.0,0.0,1.0
89093282,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89093282,GLA_SQFT,1615.6666666666667,2365.5,749.8333333333333,2000.3963678303146,1997.2363066434355,-3.1600611868791475,752.9933945202124
89093450,BEDROOMS,2.0,3.0,1.0,2.0,2.0,0.0,1.0
89093450,FULL_BATHS,1.0,1.0,0.0,1.0,1.0,0.0,0.0
89093450,GLA_SQFT,1026.0,1026.0,0.0,1855.8666632675886,1847.2313707566095,-8.63529251097907,8.63529251097907
89093498,BEDROOMS,3.0,4.0,1.0,3.4166666666666665,3.3636363636363638,-0.05303030303030276,1.0530303030303028
89093498,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89093498,GLA_SQFT,1510.0,1508.6666666666667,-1.3333333333332575,2107.5209481670377,2104.972940500158,-2.5480076668795846,1.214674333546327
89093624,BEDROOMS,2.0,3.0,1.0,2.2,2.2,0.0,1.0
89093624,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89093624,GLA_SQFT,1307.764705882353,1311.875,4.110294117647072,1736.5772126740235,1729.7836061063292,-6.793606567694269,10.903900685341341
89093645,BEDROOMS,2.0,3.0,1.0,2.1372549019607843,2.1363636363636362,-0.0008912655971480277,1.000891265597148
89093645,FULL_BATHS,1.0,1.0,0.0,1.2156862745098038,1.2045454545454546,-0.011140819964349236,0.011140819964349236
89093645,GLA_SQFT,883.6315789473684,,,1859.113643546068,1860.9598439915715,1.8462004455034275,
89093708,BEDROOMS,2.0,3.0,1.0,2.0,2.0,0.0,1.0
89093708,FULL_BATHS,1.0,2.0,1.0,1.0,1.0,0.0,1.0
89093708,GLA_SQFT,1000.0,1114.5681818181818,114.56818181818176,1860.0001639471193,1849.679342706099,-10.320821241020212,124.88900305920197
89093729,BEDROOMS,3.0,4.0,1.0,3.0,3.0,0.0,1.0
89093729,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89093729,GLA_SQFT,1388.0,1428.5,40.5,1999.5739984778072,1995.7348343642939,-3.839164113513334,44.339164113513334
89093840,BEDROOMS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89093840,FULL_BATHS,1.0,2.0,1.0,1.0,1.0,0.0,1.0
89093840,GLA_SQFT,1256.3478260869565,1169.0,-87.3478260869565,1849.647341554846,1855.456689406982,5.809347852135943,-93.15717393909244
89093876,BEDROOMS,3.0,3.0,0.0,3.0,3.0,0.0,0.0
89093876,FULL_BATHS,1.0,2.0,1.0,1.0,1.0,0.0,1.0
89093876,GLA_SQFT,1500.0,1500.0,0.0,2121.8620354584777,2118.5211395493866,-3.3408959090911594,3.3408959090911594
89093888,BEDROOMS,3.0,4.0,1.0,3.0,3.0,0.0,1.0
89093888,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89093888,GLA_SQFT,1289.2857142857142,1080.0,-209.28571428571422,2032.9315936095122,1994.1120509526809,-38.819542656831345,-170.46617162888288
